,make,model,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
4531,3,i10 Sportz,2011,2880.0,80000,1,0,0,0,20.36,1197.0,78.9,111.8Nm@ 4000rpm,5.0
4532,0,Wagon R VXI,2004,400.212,90000,1,0,0,2,18.9,998.0,67.1,90Nm@ 3500rpm,5.0
4533,9,Spark 1.0,2010,960.0,80000,1,0,0,1,18.0,995.0,62.0,90.3Nm@ 4200rpm,5.0
4534,0,800 Std,2004,480.0,120000,1,0,0,0,16.1,796.0,37.0,59Nm@ 2500rpm,4.0
4535,2,BRV i-DTEC V MT,2019,13200.0,50000,0,0,0,1,21.9,1498.0,98.6,200Nm@ 1750rpm,7.0
4536,20,XE 2016-2019 2.0L Diesel Prestige,2017,32532.0,9000,0,1,1,0,13.6,1999.0,177.0,430Nm@ 1750-2500rpm,5.0
4537,8,Safari Storme EX,2015,6036.0,110000,0,0,0,0,14.1,2179.0,147.94,320Nm@ 1500-3000rpm,7.0
4538,4,Camry 2.5 Hybrid,2016,24000.0,68089,1,2,1,0,19.16,2494.0,157.7,213Nm@ 4500rpm,5.0
4539,0,Wagon R LXI,2013,2700.0,58343,1,2,0,0,21.79,998.0,67.05,90Nm@ 3500rpm,5.0
4540,0,Baleno Alpha 1.3,2018,8880.0,38817,0,1,0,0,27.39,1248.0,74.0,190Nm@ 2000rpm,5.0
4541,2,Jazz VX,2016,6600.0,56494,1,2,0,0,18.2,1199.0,88.7,110Nm@ 4800rpm,5.0
4542,4,Innova 2.5 VX (Diesel) 7 Seater,2013,9000.0,79328,0,2,0,1,12.99,2494.0,100.6,200Nm@ 1200-3600rpm,7.0
4543,0,Swift AMT VVT VXI,2019,7800.0,5621,1,2,1,0,22.0,1197.0,81.8,113Nm@ 4200rpm,5.0
4544,4,Etios VX,2017,7500.0,25538,1,2,0,0,16.78,1496.0,88.73,132Nm@ 3000rpm,5.0
4545,0,Swift AMT ZXI,2018,7200.0,69779,1,1,1,0,22.0,1197.0,81.8,113Nm@ 4200rpm,5.0
4546,3,Grand i10 1.2 CRDi Sportz,2017,5400.0,56290,0,1,0,0,24.0,1186.0,73.97,190.24nm@ 1750-2250rpm,5.0
4547,2,Amaze V CVT Petrol BSIV,2019,9348.0,7032,1,2,1,0,19.0,1199.0,88.76,110Nm@ 4800rpm,5.0
4548,1,Rapid 1.6 MPI AT Elegance,2016,7740.0,11000,1,1,1,0,14.3,1598.0,103.5,153Nm@ 3800rpm,5.0
4549,23,V40 D3 R-Design,2018,29700.0,2000,0,1,1,0,16.8,1984.0,150.0,350Nm@ 1500-2750rpm,5.0
4550,3,Xcent 1.1 CRDi S,2016,4560.0,80000,0,0,0,1,24.4,1120.0,71.0,180.4Nm@ 1750-2500rpm,5.0
4551,8,New Safari DICOR 2.2 EX 4x2,2011,3600.0,120000,0,0,0,1,11.57,2179.0,138.1,320Nm@ 1700-2700rpm,7.0
4552,0,Alto 800 LXI Anniversary Edition,2014,2880.0,50000,1,0,0,0,22.74,796.0,47.3,69Nm@ 3500rpm,5.0
4553,0,Swift VDI,2011,3900.0,70000,0,0,0,0,22.9,1248.0,74.0,190Nm@ 2000rpm,5.0
4554,7,KUV 100 mFALCON D75 K6,2016,4800.0,130000,0,0,0,0,25.32,1198.0,77.0,190Nm@ 1750-2250rpm,6.0
4555,6,Lodgy Stepway 85PS RXZ 8S,2017,9600.0,50000,0,0,0,0,21.04,1461.0,83.8,200Nm@ 1900rpm,8.0
4556,5,EcoSport 1.5 Diesel Titanium BSIV,2018,11400.0,80000,0,0,0,0,23.0,1498.0,98.96,205Nm@ 1750-3250rpm,5.0
4557,0,Swift VDI,2013,3600.0,120000,0,0,0,3,22.9,1248.0,74.0,190Nm@ 2000rpm,5.0
4558,0,Alto 800 LXI,2020,4200.0,5000,1,0,0,0,22.05,796.0,47.3,69Nm@ 3500rpm,5.0
4559,7,KUV 100 mFALCON G80 K8 5str AW,2017,6360.0,59000,1,0,0,0,18.15,1198.0,82.0,115Nm@ 3500-3600rpm,5.0
4560,9,Enjoy TCDi LTZ 7 Seater,2013,4200.0,100000,0,0,0,2,18.2,1248.0,73.8,172.5Nm@ 1750rpm,7.0
4561,3,Sonata 2.4L AT,2008,2016.0,50000,1,0,1,0,11.0,2359.0,165.0,"23.6@ 4,250(kgm@ rpm)",5.0
4562,6,KWID RXT,2016,2880.0,45000,1,0,0,1,25.17,799.0,53.3,72Nm@ 4386rpm,5.0
4563,0,Swift Dzire VDi,2010,2640.0,80000,0,0,0,3,19.3,1248.0,73.9,190Nm@ 2000rpm,5.0
4564,0,Wagon R LXI Minor,2008,1320.0,80000,1,0,0,3,18.9,1061.0,67.0,84Nm@ 3500rpm,5.0
4565,0,Vitara Brezza ZDi Plus,2016,10200.0,100000,0,0,0,0,24.3,1248.0,88.5,200Nm@ 1750rpm,5.0
4566,0,Ertiga VDI,2014,6540.0,110000,0,0,0,0,20.77,1248.0,88.76,200Nm@ 1750rpm,7.0
4567,4,Innova Crysta 2.4 VX MT 8S BSIV,2018,24768.0,24000,0,0,0,0,13.68,2393.0,147.8,343Nm@ 1400-2800rpm,8.0
4568,0,S-Cross 2017-2020 Delta DDiS 200 SH,2018,11400.0,25000,0,0,0,0,25.1,1248.0,88.5,200Nm@ 1750rpm,5.0
4569,3,EON Magna Plus,2013,2400.0,68697,1,0,0,2,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0
4570,0,Swift VDI Optional,2017,7920.0,30000,0,0,0,0,25.2,1248.0,74.0,190Nm@ 2000rpm,5.0
4571,2,Amaze VX i-DTEC,2013,5040.0,40000,0,0,0,1,25.8,1498.0,98.6,200Nm@ 1750rpm,5.0
4572,8,Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,2010,1800.0,29000,1,0,0,0,16.5,1172.0,65.0,96 Nm at 3000 rpm,5.0
4573,9,Beat Diesel LS,2013,2100.0,68000,0,0,0,1,25.44,936.0,57.6,150Nm@ 1750rpm,5.0
4574,2,Amaze S CVT i-VTEC,2018,9000.0,15000,1,0,1,0,18.1,1199.0,88.7,110Nm@ 4800rpm,5.0
4575,0,Ritz VDi,2014,5100.0,70000,0,0,0,0,23.2,1248.0,73.94,190Nm@ 2000rpm,5.0
4576,4,Corolla Altis D-4D G,2015,9480.0,126000,0,0,0,2,21.43,1364.0,87.2,205Nm@ 1800-2800rpm,5.0
4577,4,Innova 2.5 V Diesel 7-seater,2011,9960.0,300000,0,0,0,2,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),7.0
4578,2,Mobilio RS i DTEC,2015,7800.0,94000,0,0,0,1,24.5,1498.0,98.6,200Nm@ 1750rpm,7.0
4579,4,Corolla Altis D-4D J,2015,9360.0,129000,0,0,0,2,21.43,1364.0,87.2,205Nm@ 1800-2800rpm,5.0
4580,3,i10 Magna 1.1L,2010,2160.0,55000,1,0,0,1,19.81,1086.0,68.05,99.04Nm@ 4500rpm,5.0
4581,5,EcoSport 1.5 Diesel Trend Plus BSIV,2019,10439.988,40000,0,0,0,0,23.0,1498.0,98.96,205Nm@ 1750-3250rpm,5.0
4582,8,Manza Aura (ABS) Quadrajet BS IV,2011,3300.0,50000,0,0,0,0,21.12,1248.0,88.8,200Nm@ 1750-3000rpm,5.0
4583,3,i20 1.2 Asta Option,2017,7560.0,25000,1,0,0,1,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0
4584,4,Corolla H2,2008,1800.0,60000,1,0,0,1,13.4,1794.0,125.0,"16.1@ 4,200(kgm@ rpm)",5.0
4585,0,Alto 800 LXI,2016,3780.0,25000,1,0,0,0,22.74,796.0,47.3,69Nm@ 3500rpm,5.0
4586,8,Indigo CR4,2011,2268.0,70000,0,0,0,1,23.57,1396.0,70.0,140Nm@ 1800-3000rpm,5.0
4587,0,Swift Dzire VDI,2014,6960.0,120000,0,0,0,0,23.4,1248.0,74.0,190Nm@ 2000rpm,5.0
4588,0,Vitara Brezza VDi,2018,9900.0,35000,0,0,0,0,24.3,1248.0,88.5,200Nm@ 1750rpm,5.0
4589,8,Safari Storme VX,2016,7800.0,60000,0,0,0,1,14.1,2179.0,148.0,320Nm@ 1700-2700rpm,7.0
4590,2,City 1.3 EXI,2004,600.0,62000,1,0,0,1,13.0,1343.0,90.0,11.3kgm@ 4700rpm,5.0
4591,1,Fabia 1.2 MPI Ambition,2011,2400.0,120000,1,0,0,1,16.25,1198.0,73.9,110Nm@ 3750rpm,5.0
4592,8,Venture LX 7 Str,2013,1620.0,120000,0,0,0,2,15.42,1405.0,70.0,135Nm@ 2500rpm,7.0
4593,3,i20 2015-2017 Sportz 1.4 CRDi,2017,8160.0,80000,0,0,0,0,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5.0
4594,3,i20 1.4 Sportz,2017,8040.0,80000,0,0,0,0,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5.0
4595,17,5 Series 525d,2010,12000.0,60000,0,0,1,0,16.73,1995.0,218.0,450Nm@ 1750-2500rpm,5.0
4596,0,Alto K10 2010-2014 VXI,2010,2880.0,80000,1,0,0,1,20.92,998.0,67.1,90Nm@ 3500rpm,5.0
4597,26,One SX ABS 7 Seating,2014,6660.0,147279,0,0,0,1,17.0,2200.0,139.01,321Nm@ 1600-2400rpm,7.0
4598,1,Rapid 1.6 TDI Ambition Plus,2013,5460.0,98000,0,0,0,0,20.5,1598.0,103.5,250Nm@ 1500-2500rpm,5.0
4599,0,Swift Dzire VDI,2018,9000.0,25000,0,0,0,0,28.4,1248.0,74.02,190Nm@ 2000rpm,5.0
4600,0,Swift Dzire AMT ZDI,2016,8400.0,90000,0,0,1,0,26.59,1248.0,74.0,190Nm@ 2000rpm,5.0
4601,8,Nano XTA,2016,2640.0,22000,1,0,1,0,21.9,624.0,37.48,51Nm@ 4000rpm,4.0
4602,8,Indica V2 eLX,2014,1920.0,120000,0,0,0,0,25.0,1396.0,69.0,140Nm@ 1800-3000rpm,5.0
4603,9,Sail Hatchback Diesel,2013,2700.0,100000,0,0,0,1,22.1,1248.0,76.9,205Nm@ 1750rpm,5.0
4604,8,Indigo CS LX (TDI) BS III,2008,1680.0,120000,0,0,0,1,19.09,1396.0,69.0,135Nm@ 2500rpm,5.0
4605,0,Swift Dzire VDI,2014,7200.0,70000,0,0,0,1,23.4,1248.0,74.0,190Nm@ 2000rpm,5.0
4606,7,XUV500 W10 2WD,2015,12000.0,24700,0,0,0,0,16.0,2179.0,140.0,330Nm@ 1600-2800rpm,7.0
4607,9,Spark 1.0 LS,2008,780.0,100000,1,0,0,2,18.0,995.0,62.0,90.3Nm@ 4200rpm,5.0
4608,0,Ignis 1.2 Delta BSIV,2019,6000.0,10000,1,0,0,0,20.89,1197.0,81.8,113Nm@ 4200rpm,5.0
4609,7,XUV500 W10 2WD,2017,13200.0,88754,0,1,0,0,16.0,2179.0,140.0,330Nm@ 1600-2800rpm,7.0
4610,7,XUV500 W6 2WD,2017,13800.0,43526,0,1,0,0,16.0,2179.0,140.0,330Nm@ 1600-2800rpm,7.0
4611,1,Fabia 1.2 MPI Ambition Plus,2012,3840.0,55885,1,1,0,0,16.25,1198.0,75.0,110Nm@ 3750rpm,5.0
4612,5,Ecosport 1.5 Diesel Titanium,2019,11400.0,16034,0,1,0,0,21.7,1498.0,98.96,215Nm@ 1750-2500rpm,5.0
4613,5,Figo Diesel EXI,2012,3000.0,156040,0,1,0,0,20.0,1399.0,68.0,160Nm@ 2000rpm,5.0
4614,5,Endeavour 2.5L 4X2 MT,2004,4800.0,93415,0,1,0,0,13.1,2499.0,141.0,330Nm@ 1800rpm,7.0
4615,17,5 Series 520d,2008,13200.0,122000,0,0,1,1,18.48,1995.0,177.0,"35.7@ 1,750-3,000(kgm@ rpm)",5.0
4616,0,Baleno Delta 1.3,2017,7200.0,20000,0,0,0,0,27.39,1248.0,74.0,190Nm@ 2000rpm,5.0
4617,0,Swift VVT VXI,2017,6119.988,46000,1,0,0,0,22.0,1197.0,81.8,113Nm@ 4200rpm,5.0
4618,1,Rapid 1.6 MPI Active BSIV,2016,4740.0,50000,1,0,0,2,15.41,1598.0,103.2,153Nm@ 3750-3800rpm,5.0
4619,0,Wagon R VXI,2018,5628.0,5000,1,0,0,0,21.79,998.0,67.05,90Nm@ 3500rpm,5.0
4620,0,Alto 800 LX Optional,2017,3000.0,42000,1,0,0,0,24.7,796.0,47.3,69Nm@ 3500rpm,5.0
4621,9,Spark 1.0 LT,2011,1560.0,68519,1,1,0,0,16.2,995.0,62.1,90.3Nm@ 4200rpm,5.0
4622,5,EcoSport 1.5 Diesel Titanium Plus BSIV,2019,10872.0,30000,0,0,0,0,23.0,1498.0,98.96,205Nm@ 1750-3250rpm,5.0
4623,5,Figo Diesel ZXI,2011,1920.0,85000,0,0,0,0,20.0,1399.0,68.0,160Nm@ 2000rpm,5.0
4624,0,Swift Dzire VXi,2012,3600.0,88000,1,0,0,0,17.5,1298.0,85.8,114Nm@ 4000rpm,5.0
4625,0,800 Uniq,2010,720.0,100000,1,0,0,3,14.0,796.0,37.5,"6@ 2,500(kgm@ rpm)",5.0
4626,0,Swift Dzire VXI,2014,4800.0,100000,1,0,0,1,19.1,1197.0,85.8,114Nm@ 4000rpm,5.0
4627,8,Tiago XT,2018,5400.0,22966,1,1,0,0,23.84,1199.0,84.48,113Nm@ 3300rpm,5.0
4628,7,Bolero 2011-2019 SLX,2014,5580.0,80000,0,0,0,1,15.96,2523.0,62.1,195Nm@ 1400-2200rpm,7.0
4629,0,Swift VDI,2012,3900.0,80000,0,0,0,1,22.9,1248.0,74.0,190Nm@ 2000rpm,5.0
4630,0,Alto LXi,2008,1800.0,70000,1,0,0,1,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
4631,3,EON Era Plus,2014,3000.0,2350,1,0,0,0,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0
4632,0,Alto LXi,2011,2100.0,50000,1,0,0,0,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
4633,0,Alto LXi,2010,2100.0,58000,1,0,0,0,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
4634,2,City 2017-2020 VTEC,2006,1800.0,80000,1,0,0,1,16.9,1497.0,100.0,"13.5@ 4,800(kgm@ rpm)",5.0
4635,7,Bolero Power Plus SLX,2018,9564.0,60000,0,0,0,0,16.5,1493.0,70.0,195Nm@ 1400-2200rpm,7.0
4636,3,Elite i20 Asta Option BSIV,2019,9600.0,35000,1,0,0,0,18.6,1197.0,81.86,117nm@ 4000rpm,5.0
4637,7,Bolero 2011-2019 SLX,2019,9000.0,59872,0,0,0,0,15.96,2523.0,62.1,195Nm@ 1400-2200rpm,7.0
4638,7,Scorpio M2DI,2011,4800.0,140000,0,0,0,1,13.5,2179.0,115.0,277.5Nm@ 1700-2200rpm,5.0
4639,0,Alto LX,2012,1920.0,110000,1,0,0,0,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
4640,7,Bolero 2011-2019 SLX 2WD BSIII,2016,8400.0,91182,0,0,0,0,15.96,2523.0,62.1,195Nm@ 1400-2200rpm,7.0
4641,0,Alto LXi,2010,1920.0,60000,1,0,0,2,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
4642,3,i20 Asta 1.4 CRDi,2012,4800.0,100000,0,0,0,0,21.27,1396.0,88.76,219.6Nm@ 1500-2750rpm,5.0
4643,4,Etios Liva GD,2013,5412.0,120000,0,0,0,0,23.59,1364.0,67.06,170Nm@ 1800-2400rpm,5.0
4644,0,800 Std BSIII,2002,480.0,80000,1,0,0,0,16.1,796.0,37.0,59Nm@ 2500rpm,4.0
4645,8,Manza Aura (ABS) Quadrajet BS IV,2012,3600.0,70000,0,0,0,2,21.12,1248.0,88.8,200Nm@ 1750-3000rpm,5.0
4646,0,Celerio ZXI Optional,2017,5052.0,59500,1,0,0,1,23.1,998.0,67.04,90Nm@ 3500rpm,5.0
4647,0,Vitara Brezza ZDi Plus Dual Tone,2016,11400.0,45000,0,0,0,0,24.3,1248.0,88.5,200Nm@ 1750rpm,5.0
4648,3,i20 1.4 CRDi Asta,2011,4740.0,75500,0,0,0,1,23.0,1396.0,90.0,22.4 kgm at 1750-2750rpm,5.0
4649,0,Vitara Brezza ZDi Plus Dual Tone,2016,11400.0,46000,0,0,0,1,24.3,1248.0,88.5,200Nm@ 1750rpm,5.0
4650,0,Alto 800 LXI,2013,3240.0,60000,1,0,0,0,22.74,796.0,47.3,69Nm@ 3500rpm,5.0
4651,3,i20 1.4 Asta (AT),2009,4320.0,60000,1,0,1,1,15.0,1396.0,100.0,13.9 kgm at 4200 rpm,5.0
4652,0,Swift Ldi BSIII,2008,2820.0,152500,0,0,0,0,17.8,1248.0,75.0,190Nm@ 2000rpm,5.0
4653,13,E-Class E250 CDI Avantgrade,2014,22200.0,60000,0,0,1,1,13.0,2143.0,201.1,500Nm@ 1600-1800rpm,5.0
4654,4,Fortuner 4x2 AT,2015,22800.0,130000,0,0,1,0,12.55,2982.0,168.5,360Nm@ 1400-3200rpm,7.0
4655,3,Grand i10 Sportz,2017,6600.0,23456,1,1,0,0,18.9,1197.0,82.0,114Nm@ 4000rpm,5.0
4656,7,XUV500 W10 2WD,2015,14700.0,39000,0,1,0,0,16.0,2179.0,140.0,330Nm@ 1600-2800rpm,7.0
4657,2,WR-V i-VTEC S,2017,8400.0,15000,1,0,0,0,17.5,1199.0,88.7,110Nm@ 4800rpm,5.0
4658,12,Compass 2.0 Limited Option,2017,19800.0,69123,0,1,0,0,17.1,1956.0,170.0,350Nm@ 1750-2500rpm,5.0
4659,2,Brio V MT,2012,4512.0,26000,1,0,0,0,19.4,1198.0,86.8,109Nm@ 4500rpm,5.0
4660,5,Ecosport 1.5 DV5 MT Titanium Optional,2017,10500.0,77524,0,1,0,0,22.7,1498.0,89.84,204Nm@ 2000-2750rpm,5.0
4661,3,i20 Sportz 1.2,2014,5519.988,40523,1,1,0,1,18.5,1197.0,82.85,113.7Nm@ 4000rpm,5.0
4662,0,Swift VDI,2018,9060.0,39000,0,1,0,0,28.4,1248.0,74.0,190Nm@ 2000rpm,5.0
4663,4,Fortuner 3.0 Diesel,2010,12600.0,220000,0,0,0,1,11.5,2982.0,171.0,343Nm@ 1400-3400rpm,7.0
4664,7,XUV500 W8 4WD,2015,12600.0,120000,0,0,0,1,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7.0
4665,0,Baleno Alpha Automatic,2018,9600.0,25000,1,0,1,0,21.4,1197.0,83.1,115Nm@ 4000rpm,5.0
4666,0,Swift VDI BSIV,2015,7200.0,31000,0,0,0,1,25.2,1248.0,74.0,190Nm@ 2000rpm,5.0
4667,0,Baleno Sigma 1.2,2017,6360.0,42000,1,0,0,0,21.4,1197.0,83.1,115Nm@ 4000rpm,5.0
4668,0,Swift Dzire VXI,2015,5400.0,80000,1,0,0,0,20.85,1197.0,83.14,115Nm@ 4000rpm,5.0
4669,0,Alto K10 2010-2014 VXI,2011,2820.0,60000,1,0,0,0,20.92,998.0,67.1,90Nm@ 3500rpm,5.0
4670,0,Swift Dzire ZDI,2013,6600.0,240000,0,0,0,0,23.4,1248.0,74.0,190Nm@ 2000rpm,5.0
4671,1,Rapid 1.6 MPI AT Elegance,2013,4740.0,35000,1,0,1,1,14.3,1598.0,103.5,153Nm@ 3800rpm,5.0
4672,8,Tigor 1.2 Revotron XT,2018,5400.0,35000,1,0,0,0,20.3,1199.0,84.0,114Nm@ 3500rpm,5.0
4673,6,Triber RXT BSIV,2019,7200.0,5000,1,0,0,0,20.0,999.0,72.0,96Nm@ 3500rpm,7.0
4674,0,Vitara Brezza VDi Option,2016,7320.0,110000,0,0,0,0,24.3,1248.0,88.5,200Nm@ 1750rpm,5.0
4675,3,i20 1.2 Asta Option,2017,8280.0,20000,1,0,0,0,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0
4676,8,Nexon 1.2 Revotron XZ Plus,2018,9480.0,15000,1,0,0,0,17.0,1198.0,108.5,170Nm@ 1750-4000rpm,5.0
4677,0,Alto K10 2010-2014 VXI,2014,3059.9880000000003,40000,1,0,0,1,20.92,998.0,67.1,90Nm@ 3500rpm,5.0
4678,2,Jazz 1.2 V i VTEC,2016,6000.0,41000,1,0,0,0,18.7,1199.0,88.7,110Nm@ 4800rpm,5.0
4679,7,Bolero SLX,2011,4080.0,100000,0,0,0,1,13.6,2523.0,63.0,180 Nm at 1440-1500rpm,7.0
4680,8,Sumo CX 9 Seater,2008,1800.0,120000,0,0,0,0,12.2,1948.0,68.0,"115@ 2,500(kgm@ rpm)",9.0
4681,7,Bolero SLX,2007,2940.0,110000,0,0,0,2,13.6,2523.0,63.0,180 Nm at 1440-1500rpm,7.0
4682,16,Vento 1.5 TDI Comfortline,2015,6180.0,120000,0,0,0,1,20.34,1498.0,103.2,250Nm@ 1500-2500rpm,5.0
4683,27,Grand 1500 DSZ BSIII,2008,1464.0,60000,0,0,0,1,12.8,1995.0,52.0,106Nm@ 2200rpm,5.0
4684,3,i10 Magna 1.1L,2009,1920.0,35000,1,0,0,2,19.81,1086.0,68.05,99.04Nm@ 4500rpm,5.0
4685,0,Alto LX,2007,1320.0,120000,1,0,0,1,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
4686,0,Swift LDI BSIV,2014,4320.0,70000,0,0,0,0,25.2,1248.0,74.0,190Nm@ 2000rpm,5.0
4687,3,Verna Transform SX VGT CRDi,2011,3120.0,90000,0,0,0,2,16.2,1493.0,110.0,24 KGM at 1900-2750 RPM,5.0
4688,0,Alto LXi,2007,1536.0,60000,1,0,0,1,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
4689,3,Verna 1.6 CRDi S,2015,7200.0,80000,0,0,0,1,23.9,1582.0,126.2,259.9Nm@ 1900-2750rpm,5.0
4690,4,Fortuner 3.0 Diesel,2010,9600.0,151000,0,0,0,1,11.5,2982.0,171.0,343Nm@ 1400-3400rpm,7.0
4691,0,Swift Dzire VDI,2019,8100.0,25000,0,0,0,0,28.4,1248.0,74.02,190Nm@ 2000rpm,5.0
4692,7,XUV500 W10 2WD,2015,12000.0,24700,0,0,0,0,16.0,2179.0,140.0,330Nm@ 1600-2800rpm,7.0
4693,9,Spark 1.0 LS,2008,780.0,100000,1,0,0,2,18.0,995.0,62.0,90.3Nm@ 4200rpm,5.0
4694,0,Ignis 1.2 Delta BSIV,2019,6000.0,10000,1,0,0,0,20.89,1197.0,81.8,113Nm@ 4200rpm,5.0
4695,0,SX4 Zxi BSIII,2010,3600.0,50000,1,0,0,0,15.0,1586.0,104.68,"145@ 4,100(kgm@ rpm)",5.0
4696,0,800 AC,2009,1500.0,80000,1,0,0,0,16.1,796.0,37.0,59Nm@ 2500rpm,4.0
4697,3,Grand i10 Asta Option,2017,6600.0,25000,1,0,0,0,18.9,1197.0,82.0,114Nm@ 4000rpm,5.0
4698,0,Alto LXi,2007,1800.0,80000,1,0,0,2,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
4699,7,Scorpio Intelli Hybrid S6 Plus,2017,10692.0,80000,0,0,0,0,15.4,2179.0,120.0,280Nm@ 1800-2800rpm,7.0
4700,4,Innova 2.5 VX (Diesel) 7 Seater,2015,12600.0,70000,0,0,0,0,12.99,2494.0,100.6,200Nm@ 1200-3600rpm,7.0
4701,0,Baleno RS 1.0 Petrol,2018,9000.0,15000,1,0,0,0,21.1,998.0,100.5,150Nm@ 1700-4500rpm,5.0
4702,3,i20 Magna Optional 1.2,2012,4560.0,27500,1,0,0,0,18.5,1197.0,82.9,113.8Nm@ 4000rpm,5.0
4703,4,Innova 2.5 VX (Diesel) 8 Seater,2013,9600.0,110000,0,0,0,1,12.99,2494.0,100.6,200Nm@ 1200-3600rpm,8.0
4704,7,Logan Petrol 1.4 GLE,2010,2400.0,120000,1,0,0,0,15.7,1390.0,75.0,"110@ 3,000(kgm@ rpm)",5.0
4705,0,Ciaz VDi Option SHVS,2016,8400.0,70000,0,0,0,0,28.09,1248.0,88.5,200Nm@ 1750rpm,5.0
4706,4,Qualis FS B3,2002,2759.9880000000003,290000,0,0,0,0,13.1,2446.0,75.0,151Nm@ 2400rpm,10.0
4707,2,ord 2.4 MT,2010,3600.0,74000,1,0,0,1,12.8,2354.0,177.6,222Nm@ 4300rpm,5.0
4708,2,Mobilio S i DTEC,2015,8040.0,120000,0,0,0,0,24.2,1498.0,98.6,200Nm@ 1750rpm,7.0
4709,2,City 2017-2020 GXi,2007,2520.0,140000,1,0,0,0,17.7,1497.0,78.0,"12.7@ 2,700(kgm@ rpm)",5.0
4710,0,Ignis 1.2 Delta BSIV,2017,4440.0,40000,1,0,0,0,20.89,1197.0,81.8,113Nm@ 4200rpm,5.0
4711,0,Baleno Delta Automatic,2019,7200.0,20000,1,0,1,0,21.4,1197.0,83.1,115Nm@ 4000rpm,5.0
4712,0,Vitara Brezza VDi,2020,9720.0,15000,0,0,0,0,24.3,1248.0,88.5,200Nm@ 1750rpm,5.0
4713,8,Tiago 1.2 Revotron XE,2019,4152.0,16000,1,0,0,0,23.84,1199.0,84.0,114Nm@ 3500rpm,5.0
4714,2,City 1.3 EXI,2005,660.0,130000,1,0,0,0,13.0,1343.0,90.0,11.3kgm@ 4700rpm,5.0
4715,8,Safari DICOR 2.2 EX 4x2,2012,3000.0,118000,0,0,0,1,13.93,2179.0,138.03,320Nm@ 1700-2700rpm,7.0
4716,0,Swift ZXI BSIII,2006,1440.0,44000,1,0,0,1,16.1,1298.0,88.2,"11.5@ 4,500(kgm@ rpm)",5.0
4717,0,Ertiga ZDI,2013,7200.0,50000,0,0,0,1,20.77,1248.0,88.8,200Nm@ 1750rpm,7.0
4718,0,Eeco 5 Seater AC BSIV,2016,3960.0,60000,1,0,0,0,15.37,1196.0,73.0,101Nm@ 3000rpm,5.0
4719,3,i20 Sportz Option 1.2,2014,4800.0,147000,1,0,0,1,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0
4720,8,Indica V2 DLS TC,2004,1200.0,40000,0,0,0,1,16.8,1405.0,62.0,"12.5@ 2,500(kgm@ rpm)",5.0
4721,0,Swift Dzire VXI,2014,5400.0,100000,1,0,0,2,19.1,1197.0,85.8,114Nm@ 4000rpm,5.0
4722,0,Ertiga SHVS ZDI Plus,2017,9600.0,55000,0,0,0,0,24.52,1248.0,88.5,200Nm@ 1750rpm,7.0
4723,0,Celerio ZDi,2015,4080.0,40000,0,0,0,1,27.62,793.0,47.0,125Nm@ 2000rpm,5.0
4724,0,Ritz VDi,2010,2700.0,64000,0,0,0,2,21.1,1248.0,73.9,113Nm@ 4500rpm,5.0
4725,0,Zen LXI,2002,660.0,100000,1,0,0,1,17.3,993.0,60.0,78Nm@ 4500rpm,5.0
4726,0,Ertiga SHVS ZDI Plus,2016,10800.0,50000,0,0,0,0,24.52,1248.0,88.5,200Nm@ 1750rpm,7.0
4727,23,S60 D4 SUMMUM,2014,30000.0,30000,0,0,1,0,9.0,1984.0,181.0,400Nm@ 1750-2500rpm,5.0
4728,0,Wagon R VXI Plus,2018,5580.0,30000,1,0,0,0,20.51,998.0,67.04,90Nm@ 3500rpm,5.0
4729,0,Zen LXI,2004,840.0,150000,1,0,0,0,17.3,993.0,60.0,78Nm@ 4500rpm,5.0
4730,8,Zest Revotron 1.2 XT,2016,4800.0,24177,1,0,0,0,17.57,1193.0,88.7,140Nm@ 1500-4000rpm,5.0
4731,8,Indigo LX,2012,2220.0,80000,0,0,0,0,16.1,1405.0,70.0,"13.5@ 2,500(kgm@ rpm)",5.0
4732,0,Wagon R LXI,2006,1680.0,150000,1,0,0,1,18.9,998.0,67.1,90Nm@ 3500rpm,5.0
4733,6,Lodgy 85PS RxE 7 Seater,2015,4980.0,120000,0,0,0,1,21.04,1461.0,83.8,200Nm@ 1900rpm,7.0
